1.000000000000000000e+02	6.884418256339538966e-02	2.151873237064838573e-08
1.116465863453815217e+02	1.008947342884545101e-01	1.152782902469340343e-08
1.232931726907630434e+02	1.484668572362511652e-01	2.016841709959193985e-08
1.349397590361445793e+02	2.159053624100537305e-01	2.714090552996539785e-08
1.465863453815260868e+02	3.075907471773104973e-01	2.533670032806023542e-08
1.582329317269076228e+02	4.274151949287999797e-01	1.922481052130109447e-08
1.698795180722891587e+02	5.782846844311372303e-01	2.655573230758712100e-08
1.815261044176706946e+02	7.617317018867201250e-01	1.875549013319322000e-08
1.931726907630522021e+02	9.776800246694948848e-01	2.258597017745778146e-08
2.048192771084337096e+02	1.224406052090224239e+00	1.178979647242783813e-08
2.164658634538152455e+02	1.498662621176598098e+00	2.873727594776553929e-08
2.281124497991967814e+02	1.795940047194449996e+00	2.941553434165911085e-08
2.397590361445783174e+02	2.110810425729347628e+00	1.608992411528120670e-08
2.514056224899598249e+02	2.437304996335288187e+00	2.828439671365146069e-08
2.630522088353413892e+02	2.769280667753835079e+00	2.061056558755325341e-08
2.746987951807228683e+02	3.100743945313336525e+00	2.451377667522791626e-08
2.863453815261044042e+02	3.426112797618396932e+00	3.003955795222168490e-08
2.979919678714859401e+02	3.740408526512043696e+00	3.480533750099823465e-08
3.096385542168674192e+02	4.039378567468570935e+00	5.078639941924478762e-08
3.212851405622490120e+02	4.319557261822058791e+00	2.694991574347938013e-08
3.329317269076304910e+02	4.578275070763460519e+00	2.298914303366927925e-08
3.445783132530120270e+02	4.813627607643778283e+00	2.505340201963690561e-08
3.562248995983935629e+02	5.024416580728253479e+00	1.949134986745093556e-08
3.678714859437750988e+02	5.210072258916824239e+00	5.499585853385724477e-08
3.795180722891566347e+02	5.370567054898124582e+00	3.967213082829203350e-08
3.911646586345381138e+02	5.506323568134407154e+00	2.458364112278843550e-08
4.028112449799196497e+02	5.618131778473752114e+00	8.176410104532294554e-08
4.144578313253011856e+02	5.707062731306030479e+00	5.656584001201281353e-08
4.261044176706827216e+02	5.774397153351770839e+00	5.518869450327201776e-08
4.377510040160642575e+02	5.821559759631504072e+00	4.092454664039735235e-08
4.493975903614457366e+02	5.850065883955075208e+00	7.924003608827945300e-08
4.610441767068272725e+02	5.861471148621953731e+00	1.944013239274511307e-08
4.726907630522088084e+02	5.857337868908167877e+00	5.251074908230179972e-09
4.843373493975903443e+02	5.839203045757082933e+00	3.149199900853716372e-08
4.959839357429718802e+02	5.808555815656903043e+00	6.182283529554410961e-08
5.076305220883533593e+02	5.766874106826239910e+00	2.144852206953373752e-08
5.192771084337348384e+02	5.715344028327852932e+00	2.596459491854830048e-08
5.309236947791164312e+02	5.655388733691256498e+00	6.365793159268662293e-08
5.425702811244980239e+02	5.588127804683388433e+00	4.942602260804562775e-08
5.542168674698795030e+02	5.514643063622605368e+00	2.653165376287347499e-08
5.658634538152609821e+02	5.435924674833092496e+00	2.643954410963544888e-08
5.775100401606425748e+02	5.352878779679071108e+00	2.113420682903210945e-08
5.891566265060240539e+02	5.266319214423201167e+00	4.297403788378062472e-08
6.008032128514055330e+02	5.176983125149149600e+00	5.546520798205278879e-08
6.124497991967871258e+02	5.085529905163588715e+00	4.363813954633144476e-08
6.240963855421686048e+02	4.992547139365279385e+00	6.374222383254135593e-08
6.357429718875501976e+02	4.898556129051911512e+00	1.517193970457242358e-08
6.473895582329316767e+02	4.804016641224167827e+00	4.292180499909648006e-08
6.590361445783132694e+02	4.709332246320540705e+00	5.874424649944471097e-08
6.706827309236947485e+02	4.614880494833625946e+00	1.824867112976136241e-08
6.823293172690762276e+02	4.520891063439210100e+00	2.338398930046281521e-08
6.939759036144578204e+02	4.427703249877890990e+00	1.707378549653526534e-08
7.056224899598392994e+02	4.335517122994864359e+00	4.632812922178430881e-08
7.172690763052208922e+02	4.244525817265007106e+00	4.088271288171796414e-08
7.289156626506023713e+02	4.154884366671733886e+00	2.794137343720137778e-08
7.405622489959838504e+02	4.066731946824615029e+00	2.815513866494256945e-08
7.522088353413654431e+02	3.980175933478798278e+00	3.463124309543985646e-08
7.638554216867469222e+02	3.895304150583974057e+00	4.688846622080689031e-08
7.755020080321285150e+02	3.812185534547546162e+00	2.466544923862556971e-08
7.871485943775099940e+02	3.730872353446438972e+00	5.054632457035523885e-08
7.987951807228914731e+02	3.651402245920968070e+00	5.462534979905342425e-09
8.104417670682730659e+02	3.573800147072774713e+00	1.379817005098260552e-08
8.220883534136545450e+02	3.498079732918980334e+00	5.112184842115397032e-08
8.337349397590361377e+02	3.424245544493619064e+00	1.809595684409970318e-08
8.453815261044176168e+02	3.352306226511516662e+00	2.926961528704197235e-08
8.570281124497990959e+02	3.282211535653911216e+00	2.012368460757585353e-08
8.686746987951806886e+02	3.213983383421324724e+00	1.343768873951489695e-08
8.803212851405621677e+02	3.147586348884058083e+00	4.156266919519424619e-08
8.919678714859437605e+02	3.082993807812546283e+00	3.280301796859674823e-08
9.036144578313252396e+02	3.020175489436681460e+00	1.953047168434807190e-08
9.152610441767067186e+02	2.959098246827360779e+00	3.216274246931050129e-08
9.269076305220883114e+02	2.899726575843783571e+00	4.449222124058849204e-08
9.385542168674697905e+02	2.842023108455132618e+00	4.477368298339001740e-08
9.502008032128513833e+02	2.785948998686647471e+00	3.289066929923478710e-08
9.618473895582328623e+02	2.731464416241747628e+00	1.846799857485592611e-08
9.734939759036143414e+02	2.678528715020551232e+00	3.961979444522256699e-08
9.851405622489959342e+02	2.627100916516454276e+00	2.719412162122125665e-08
9.967871485943774132e+02	2.577139698159622405e+00	1.513189579194218481e-08
1.008433734939759006e+03	2.528603892678428444e+00	3.098679768331891182e-08
1.020080321285140485e+03	2.481452465255460371e+00	2.443220176173710456e-08
1.031726907630521964e+03	2.435644696621056760e+00	3.097756673398066596e-08
1.043373493975903557e+03	2.391140366869126233e+00	1.295451212968146137e-08
1.055020080321285150e+03	2.347901174674930314e+00	1.930558446439079034e-08
1.066666666666666515e+03	2.305884219838878479e+00	3.372974238802228797e-08
1.078313253012048108e+03	2.265055174158654872e+00	1.164330032388249947e-08
1.089959839357429701e+03	2.225375357790162933e+00	2.577690427774115278e-08
1.101606425702811066e+03	2.186808168029581445e+00	1.134630428500926769e-08
1.113253012048192659e+03	2.149317955478164954e+00	2.313670882658769301e-08
1.124899598393574252e+03	2.112869931955574820e+00	3.334955911427073261e-08
1.136546184738955844e+03	2.077430293826461494e+00	1.394368376317345337e-08
1.148192771084337210e+03	2.042966133513876681e+00	9.225778696553277314e-09
1.159839357429718802e+03	2.009445502760164537e+00	1.454152975810529824e-08
1.171485943775100395e+03	1.976837426246070173e+00	1.735094468102715837e-08
1.183132530120481761e+03	1.945111868011917711e+00	2.825710165854644629e-08
1.194779116465863353e+03	1.914239713131095311e+00	2.660574527357795205e-08
1.206425702811244946e+03	1.884192774571580298e+00	2.307337021445476921e-08
1.218072289156626539e+03	1.854943792452114160e+00	2.536257365237659656e-08
1.229718875502007904e+03	1.826466414356524126e+00	2.880106697578099784e-08
1.241365461847389497e+03	1.798735102132663410e+00	1.736932286888759336e-08
1.253012048192771090e+03	1.771725266136957577e+00	2.847879154721510986e-08
1.264658634538152455e+03	1.745413111555969676e+00	2.737504534167101156e-08
1.276305220883534048e+03	1.719775653105024338e+00	7.532162782375451116e-09
1.287951807228915641e+03	1.694790722841874153e+00	1.537405752705112150e-08
1.299598393574297006e+03	1.670436924635607001e+00	2.715106972583924971e-08
1.311244979919678599e+03	1.646693614442892972e+00	1.897311763254805328e-08
1.322891566265060192e+03	1.623540874369367559e+00	2.015591199500121888e-08
1.334538152610441784e+03	1.600959483902562930e+00	1.932161297624190865e-08
1.346184738955823150e+03	1.578926158428648030e+00	6.721803391673830674e-09
1.357831325301204743e+03	1.557446082186421776e+00	2.944455801401346662e-08
1.369477911646586335e+03	1.536461519548039334e+00	1.326347393026949817e-08
1.381124497991967701e+03	1.515986811015689550e+00	2.405300342234184541e-08
1.392771084337349293e+03	1.495997250317409488e+00	2.405516563719345413e-08
1.404417670682730886e+03	1.476477408533874769e+00	2.631931672603116112e-08
1.416064257028112252e+03	1.457412397052261444e+00	2.067886351042602655e-08
1.427710843373493844e+03	1.438787903143474267e+00	2.709584007165588559e-08
1.439357429718875437e+03	1.420590078762144826e+00	2.744034166557440813e-08
1.451004016064257030e+03	1.402805619881802857e+00	2.419432210132299588e-08
1.462650602409638395e+03	1.385421683333390330e+00	2.513245805912944775e-08
1.474297188755019988e+03	1.368425886134581937e+00	1.562322349268896460e-08
1.485943775100401581e+03	1.351806317958433201e+00	1.688877293570811844e-08
1.497590361445782946e+03	1.335551606938750746e+00	1.406011942983731444e-08
1.509236947791164539e+03	1.319650212988141114e+00	2.602661564043984299e-08
1.520883534136546132e+03	1.304091875465199113e+00	2.129384157889546714e-08
1.532530120481927497e+03	1.288866150579019099e+00	2.389699868543537775e-08
1.544176706827309090e+03	1.273963094803487461e+00	1.709975935848540018e-08
1.555823293172690683e+03	1.259373119083932124e+00	1.304400684687401224e-08
